NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
3743018;2023-10-02;2023-10-02;8:39:29;8:44:00;10,493;2323,000;4,517;164,4;166,4;A;2;A2;aflopend;De Hogt;Batadorp;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743019;2023-10-02;2023-10-02;8:39:29;8:41:00;3,033;2000,000;1,517;110,9;112,9;A;2;A2;aflopend;Empel;Empelbrug;'s-Hertogenbosch;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743020;2023-10-02;2023-10-02;8:40:29;8:46:00;13,093;2373,000;5,517;32,9;30,9;A;12;A12;oplopend;Gouda;Reeuwijk;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743021;2023-10-02;2023-10-02;8:40:29;8:42:00;3,640;2400,000;1,517;51,4;53,8;A;16;A16;aflopend;Zonzeel;Zevenbergschen Hoek;Breda;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743022;2023-10-02;2023-10-02;8:40:29;9:08:00;103,378;3757,000;27,517;34,2;30,1;A;27;A27;oplopend;Werkendam;Merwedebrug;Breda;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 28];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743050;2023-10-02;2023-10-02;8:45:29;8:49:00;8,202;2332,000;3,517;19,0;21,2;A;58;A58;aflopend;Oirschot;Best;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743051;2023-10-02;2023-10-02;8:45:29;8:55:06;30,927;3216,000;9,617;6,4;10,5;A;8;A8;aflopend;Zaanstad-Koog;Zaandam;Zaandam;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743053;2023-10-02;2023-10-02;8:46:29;8:50:06;7,595;2100,000;3,617;27,3;25,2;A;1;A1;oplopend;Hilversum-Noord;Hotel/Restaurant De Witte Bergen;Amsterdam;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743054;2023-10-02;2023-10-02;8:46:29;8:50:07;7,630;2100,000;3,633;200,0;198,0;A;28;A28;oplopend;Groningen-Centrum;Julianaplein;Assen;Groningen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743055;2023-10-02;2023-10-02;8:46:29;8:48:00;3,185;2100,000;1,517;52,7;54,8;A;58;A58;aflopend;Bavel;Tilburg-Reeshof;Breda;Tilburg;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743088;2023-10-02;2023-10-02;8:50:28;8:53:00;7,093;2800,000;2,533;21,9;19,1;N;35;N35;oplopend;Industriegebied De Zegge;Mariënheem;Zwolle;Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743090;2023-10-02;2023-10-02;8:51:28;8:56:00;11,065;2441,000;4,533;91,2;85,5;A;28;A28;oplopend;Hattemerbroek;Zwolle-Zuid;Amersfoort;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743093;2023-10-02;2023-10-02;8:51:28;9:00:09;26,875;3095,000;8,683;0,0;3,3;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk;A4: Zoeterwoude-Rijndijk;Bodegraven;Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 9];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743094;2023-10-02;2023-10-02;8:51:28;8:59:01;25,888;3429,000;7,550;159,6;163,3;N;2;N2;aflopend;Eindhoven-Centrum;Eindhoven-Airport;Leenderheide;Batadorp;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743131;2023-10-02;2023-10-02;9:00:28;9:06:06;14,647;2600,000;5,633;49,1;51,7;A;9;A9;aflopend;Velsen;brug over het Zijkanaal C;Alkmaar;Amstelveen;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743134;2023-10-02;2023-10-02;9:02:28;9:04:00;3,527;2300,000;1,533;16,5;18,8;A;27;A27;aflopend;Hooipolder;Oosterhout;Gorinchem;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743136;2023-10-02;2023-10-02;9:03:28;9:05:07;4,125;2500,000;1,650;33,1;30,6;A;12;A12;oplopend;Gouda;Reeuwijk;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743137;2023-10-02;2023-10-02;9:03:28;9:09:00;14,813;2677,000;5,533;164,4;166,6;A;2;A2;aflopend;De Hogt;Batadorp;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743138;2023-10-02;2023-10-02;9:03:28;9:18:00;38,212;2629,000;14,533;140,9;143,1;A;50;A50;aflopend;Bankhoef;Maasbrug;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 15];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743183;2023-10-02;2023-10-02;9:25:27;9:29:00;10,567;2977,000;3,550;182,1;185,3;A;2;A2;aflopend;Maarheeze;Leende;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743184;2023-10-02;2023-10-02;9:25:27;9:41:00;45,767;2943,000;15,550;163,3;165,6;A;2;A2;aflopend;De Hogt;Batadorp;Maastricht;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 16];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743186;2023-10-02;2023-10-02;9:28:27;9:30:00;4,030;2600,000;1,550;53,2;55,8;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743187;2023-10-02;2023-10-02;9:28:27;9:30:01;3,603;2300,000;1,567;140,0;142,3;A;50;A50;aflopend;Bankhoef;Maasbrug;Arnhem;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743190;2023-10-02;2023-10-02;9:32:28;10:46:58;465,090;6243,000;74,500;135,8;138,5;A;50;A50;aflopend;Ravenstein;Paalgraven;Oss;Eindhoven;Spitsfile (met vrachtwagen);[Geen oorzaakcode opgegeven door VWM 38], [Defecte vrachtwagen(s) 16], [Eerder pechgeval 21];[000], [HBD], [M13];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743240;2023-10-02;2023-10-02;11:01:27;11:08:00;15,502;2367,000;6,550;97,0;94,8;A;7;A7;oplopend;P Breezanddijk;Kornwerderzand;Den Oever;Zurich;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 7];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743241;2023-10-02;2023-10-02;11:02:27;11:13:00;34,545;3274,000;10,550;53,9;56,2;A;1;A1;aflopend;Barneveld;Hoevelaken;Amersfoort;Amsterdam;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 11];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743242;2023-10-02;2023-10-02;11:02:27;11:09:00;18,340;2800,000;6,550;19,2;22,0;N;35;N35;aflopend;Deventer;Heino-Zuid;Almelo;Zwolle;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 7];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743244;2023-10-02;2023-10-02;11:04:27;11:14:00;21,965;2300,000;9,550;48,9;46,6;N;57;N57;oplopend;Zierikzee;Burgh-Haamstede;Ellemeet;Westenschouwen;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743331;2023-10-02;2023-10-02;13:18:28;13:20:00;3,220;2100,000;1,533;254,4;252,3;N;50;N50;oplopend;Kampen-Noord;Eilandbrug;Zwolle;Emmeloord;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743332;2023-10-02;2023-10-02;13:19:28;13:25:00;12,018;2172,000;5,533;97,7;95,6;A;7;A7;oplopend;Kornwerderzand;Zurich;Knooppunt Zurich;Heerenveen;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743334;2023-10-02;2023-10-02;13:21:28;13:24:00;5,263;2078,000;2,533;96,8;94,8;A;73;A73;oplopend;Malden;Nijmegen-Dukenburg;Maasbracht;Nijmegen;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 3];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743335;2023-10-02;2023-10-02;13:22:28;13:28:00;11,663;2108,000;5,533;96,1;98,1;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 6];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743409;2023-10-02;2023-10-02;14:47:28;14:50:00;5,267;2079,000;2,533;96,3;98,3;A;7;A7;aflopend;Kornwerderzand;P Breezanddijk;Zurich;Den Oever;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 3];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743411;2023-10-02;2023-10-02;14:48:29;14:51:00;5,187;2061,000;2,517;31,3;29,2;A;20;A20;oplopend;Rotterdam-Schiebroek;Rotterdam-Crooswijk;Hoek van Holland;Gouda;File buiten spits (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];003;File buiten spits (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743412;2023-10-02;2023-10-02;14:48:29;14:51:00;5,788;2300,000;2,517;97,0;94,7;A;7;A7;oplopend;P Breezanddijk;Kornwerderzand;Den Oever;Zurich;Opgehoogde werkzaamheden;[Geen oorzaakcode opgegeven door VWM 3];[000];998;Opgehoogde werkzaamheden;Werkzaamheden gevonden door WiFi-script;Werkzaamheden;Aanleg en gepland onderhoud
3743491;2023-10-02;2023-10-02;15:46:29;17:25:09;423,745;4295,000;98,667;60,8;57,0;A;4;A4;oplopend;Delft;Ketheltunnel;Den Haag;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 99];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743492;2023-10-02;2023-10-02;15:46:29;15:51:00;11,692;2589,000;4,517;11,9;14,0;A;58;A58;aflopend;Batadorp/Randweg N2;Batadorp;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743493;2023-10-02;2023-10-02;15:47:29;15:51:00;7,187;2044,000;3,517;85,0;82,9;A;15;A15;oplopend;Sliedrecht-West;Sliedrecht-Oost;Ridderkerk;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743495;2023-10-02;2023-10-02;15:47:29;15:50:02;5,355;2100,000;2,550;0,0;2,1;N;11;N11;aflopend;Zoeterwoude-Weipoort/Rijndijk;A4: Zoeterwoude-Rijndijk;Bodegraven;Leiden;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743561;2023-10-02;2023-10-02;16:04:29;16:08:00;8,887;2527,000;3,517;97,0;94,5;A;7;A7;oplopend;P Breezanddijk;Kornwerderzand;Den Oever;Zurich;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 4];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743562;2023-10-02;2023-10-02;16:04:29;16:06:04;4,592;2900,000;1,583;24,3;21,4;N;35;N35;oplopend;Mariënheem;Haarle;Zwolle;Almelo;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743565;2023-10-02;2023-10-02;16:06:30;16:21:00;77,218;5325,000;14,500;55,6;60,6;A;12;A12;aflopend;Oudenrijn;De Meern;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743566;2023-10-02;2023-10-02;16:06:30;16:10:04;2,750;771,000;3,567;26,3;26,3;A;12;A12;aflopend;Gouwe verbindingsweg A12 vanuit Utrecht;A20 richting Hoek van Holland;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743629;2023-10-02;2023-10-02;16:17:30;16:28:00;28,295;2695,000;10,500;13,7;11,5;A;13;A13;oplopend;Delft-Zuid;Rotterdam The Hague Airport;Rijswijk;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 10];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743630;2023-10-02;2023-10-02;16:17:30;16:19:00;3,150;2100,000;1,500;51,5;53,6;A;15;A15;aflopend;Rotterdam-Heijplaat;Benelux;Ridderkerk;Europoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743631;2023-10-02;2023-10-02;16:17:30;16:19:00;4,500;3000,000;1,500;64,9;67,9;A;27;A27;aflopend;Nieuwegein;Lekbrug;Utrecht;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743633;2023-10-02;2023-10-02;16:17:30;16:21:01;8,132;2312,000;3,517;30,7;28,5;A;4;A4;oplopend;Hoogmade;Limesaquaduct;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743634;2023-10-02;2023-10-02;16:17:30;16:19:00;3,300;2200,000;1,500;19,0;21,2;A;58;A58;aflopend;Oirschot;Best;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743711;2023-10-02;2023-10-02;16:28:30;16:31:06;6,537;2514,000;2,600;19,6;22,3;A;10;A10;aflopend;Amsterdam-Oud Zuid;Amsterdam-Rivierenbuurt;Knooppunt De Nieuwe Meer;Knooppunt Amstel;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743713;2023-10-02;2023-10-02;16:28:30;16:30:06;3,680;2300,000;1,600;10,8;8,5;A;28;A28;oplopend;Den Dolder;Soesterberg;Utrecht;Amersfoort;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743714;2023-10-02;2023-10-02;16:28:30;16:40:06;35,962;3100,000;11,600;19,2;24,0;N;35;N35;aflopend;Deventer;Heino-Zuid;Almelo;Zwolle;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 12];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743715;2023-10-02;2023-10-02;16:28:30;16:34:00;12,998;2363,000;5,500;3,3;5,7;N;59;N59;aflopend;Serooskerke;Brouwershaven/Renesse;Zierikzee;Bruinisse;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743841;2023-10-02;2023-10-02;16:49:30;17:07:01;39,725;2268,000;17,517;13,7;11,5;A;4;A4;oplopend;Hoofddorp-Zuid;Nieuw-Vennep;Amsterdam;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 18];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743842;2023-10-02;2023-10-02;16:49:30;16:53:01;7,737;2200,000;3,517;135,2;133,0;A;59;A59;oplopend;'s-Hertogenbosch-Maaspoort;Empel;Knooppunt Zonzeel;'s-Hertogenbosch;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743843;2023-10-02;2023-10-02;16:49:30;16:53:01;9,495;2700,000;3,517;220,9;218,2;N;18;N18;oplopend;De Radstake;Harreveld;Varsseveld;Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743844;2023-10-02;2023-10-02;16:49:30;16:53:01;8,440;2400,000;3,517;10,3;7,9;N;57;N57;oplopend;Hellevoetsluis/Oudenhoorn;Rockanje;Rotterdam;Voorne-Putten;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743845;2023-10-02;2023-10-02;16:50:30;16:53:00;7,500;3000,000;2,500;32,8;29,8;A;12;A12;oplopend;Gouda;Reeuwijk;Den Haag;Utrecht;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743864;2023-10-02;2023-10-02;16:52:30;16:54:00;3,300;2200,000;1,500;57,4;55,2;A;58;A58;oplopend;Sint Annabosch;Ulvenhout;Tilburg;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 2];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743865;2023-10-02;2023-10-02;16:52:30;16:57:00;10,893;2421,000;4,500;164,7;162,2;N;2;N2;oplopend;A67: De Hogt/Randweg N2-West;A67: De Hogt/Randweg N2-Zuid;Batadorp;Leenderheide;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743866;2023-10-02;2023-10-02;16:52:30;16:54:01;4,398;2900,000;1,517;19,2;22,1;N;35;N35;aflopend;Deventer;Heino-Zuid;Almelo;Zwolle;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 2];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743867;2023-10-02;2023-10-02;16:52:30;16:54:01;3,033;2000,000;1,517;19,4;17,4;N;35;N35;oplopend;Deventer;Ommen;Zwolle;Almelo;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 2];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743888;2023-10-02;2023-10-02;16:56:30;17:03:01;14,995;2301,000;6,517;115,8;113,5;A;50;A50;oplopend;Veghel;Veghel-Noord;Eindhoven;Oss;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743889;2023-10-02;2023-10-02;16:56:30;17:19:03;77,268;3427,000;22,550;11,9;14,1;A;58;A58;aflopend;Batadorp/Randweg N2;Batadorp;Tilburg;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 23];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743890;2023-10-02;2023-10-02;16:56:30;16:58:01;3,033;2000,000;1,517;26,5;28,5;A;9;A9;aflopend;Amstelveen-Stadshart;Amstelveen;Amstelveen;Diemen;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 2];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743892;2023-10-02;2023-10-02;16:57:31;16:59:00;4,302;2900,000;1,483;136,9;139,8;A;12;A12;aflopend;Duiven;Westervoort;Duitse grens;Arnhem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743921;2023-10-02;2023-10-02;17:01:30;17:03:01;4,095;2700,000;1,517;21,3;24,0;N;35;N35;aflopend;Industriegebied De Zegge;Ommen;Almelo;Zwolle;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 2];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743922;2023-10-02;2023-10-02;17:01:30;17:17:02;46,758;3010,000;15,533;19,3;17,2;N;35;N35;oplopend;Deventer;Ommen;Zwolle;Almelo;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;[Geen oorzaakcode opgegeven door VWM 16];[000];002;Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin;Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743923;2023-10-02;2023-10-02;17:01:30;17:25:09;73,272;3098,000;23,650;40,9;38,8;A;35;A35;oplopend;Wierden-West;A35: Wierden;Almelo;Enschede;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 24];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3743924;2023-10-02;2023-10-02;17:01:30;17:15:10;36,565;2675,000;13,667;74,0;71,3;N;35;N35;oplopend;A35: Enschede;Enschede-Oost;Enschede;Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 14];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744330;2023-10-02;2023-10-02;18:13:30;18:20:05;14,107;2143,000;6,583;57,0;59,1;A;12;A12;aflopend;Nieuwegein;Oudenrijn;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744331;2023-10-02;2023-10-02;18:13:30;18:17:00;5,250;1500,000;3,500;57,1;58,6;A;12;A12;aflopend;Nieuwegein;Oudenrijn;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 4];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
3744332;2023-10-02;2023-10-02;18:13:30;18:20:05;18,368;2790,000;6,583;137,4;134,5;A;12;A12;oplopend;Westervoort;Duiven;Arnhem;Duitse grens;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 7];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
